,Access_Time,Blob_Key,Size,File_Type
0,2018-07-23,0,65715,CSV
1,2018-07-24,0,65715,CSV
2,2018-07-27,0,65715,CSV
3,2018-07-29,0,65715,CSV
4,2018-07-30,0,65715,CSV
5,2018-07-31,0,65715,CSV
6,2018-08-01,0,65715,CSV
7,2018-08-05,0,65715,CSV
8,2018-08-08,0,65715,CSV
9,2018-08-11,0,65715,CSV
10,2018-08-12,0,65715,CSV
11,2018-08-14,0,65715,CSV
12,2018-08-15,0,65715,CSV
13,2018-08-18,0,65715,CSV
14,2018-08-19,0,65715,CSV
15,2018-08-21,0,65715,CSV
16,2018-08-22,0,65715,CSV
17,2018-08-25,0,65715,CSV
18,2018-08-29,0,65715,CSV
19,2018-09-01,0,65715,CSV
20,2018-09-04,0,65715,CSV
21,2018-09-05,0,65715,CSV
22,2018-09-06,0,65715,CSV
23,2018-09-07,0,65715,CSV
24,2018-09-09,0,65715,CSV
25,2018-09-13,0,65715,CSV
26,2018-09-15,0,65715,CSV
27,2018-09-18,0,65715,CSV
28,2018-09-19,0,65715,CSV
29,2018-09-22,0,65715,CSV
30,2018-09-23,0,65715,CSV
31,2018-09-24,0,65715,CSV
32,2018-09-25,0,65715,CSV
33,2018-09-29,0,65715,CSV
34,2018-10-02,0,65715,CSV
35,2018-10-03,0,65715,CSV
36,2018-10-06,0,65715,CSV
37,2018-10-07,0,65715,CSV
38,2018-10-11,0,65715,CSV
39,2018-10-12,0,65715,CSV
40,2018-10-14,0,65715,CSV
41,2018-10-16,0,65715,CSV
42,2018-10-18,0,65715,CSV
43,2018-10-19,0,65715,CSV
44,2018-10-20,0,65715,CSV
45,2018-10-24,0,65715,CSV
46,2018-10-28,0,65715,CSV
47,2018-10-29,0,65715,CSV
48,2018-11-01,0,65715,CSV
49,2018-11-02,0,65715,CSV
50,2018-11-06,0,65715,CSV
51,2018-11-09,0,65715,CSV
52,2018-11-10,0,65715,CSV
53,2018-11-14,0,65715,CSV
54,2018-11-17,0,65715,CSV
55,2018-11-21,0,65715,CSV
56,2018-11-22,0,65715,CSV
57,2018-11-23,0,65715,CSV
58,2018-11-26,0,65715,CSV
59,2018-11-27,0,65715,CSV
60,2018-12-01,0,65715,CSV
61,2018-12-05,0,65715,CSV
62,2018-12-07,0,65715,CSV
63,2018-12-08,0,65715,CSV
64,2018-12-09,0,65715,CSV
65,2018-12-12,0,65715,CSV
66,2018-12-13,0,65715,CSV
67,2018-12-14,0,65715,CSV
68,2018-12-15,0,65715,CSV
69,2018-12-16,0,65715,CSV
70,2018-12-17,0,65715,CSV
71,2018-12-18,0,65715,CSV
72,2018-12-20,0,65715,CSV
73,2018-12-24,0,65715,CSV
74,2018-12-28,0,65715,CSV
75,2018-12-31,0,65715,CSV
76,2019-01-02,0,65715,CSV
77,2019-01-03,0,65715,CSV
78,2019-01-04,0,65715,CSV
79,2019-01-05,0,65715,CSV
80,2019-01-09,0,65715,CSV
81,2019-01-10,0,65715,CSV
82,2019-01-11,0,65715,CSV
83,2019-01-15,0,65715,CSV
84,2019-01-19,0,65715,CSV
85,2019-01-21,0,65715,CSV
86,2019-01-23,0,65715,CSV
87,2019-01-24,0,65715,CSV
88,2019-01-26,0,65715,CSV
89,2019-01-27,0,65715,CSV
90,2019-01-29,0,65715,CSV
91,2019-01-31,0,65715,CSV
92,2019-02-01,0,65715,CSV
93,2019-02-02,0,65715,CSV
94,2019-02-03,0,65715,CSV
95,2019-02-04,0,65715,CSV
96,2019-02-06,0,65715,CSV
97,2019-02-07,0,65715,CSV
98,2019-02-10,0,65715,CSV
99,2019-02-13,0,65715,CSV
100,2019-02-17,0,65715,CSV
101,2019-02-19,0,65715,CSV
102,2019-02-23,0,65715,CSV
103,2019-02-24,0,65715,CSV
104,2019-02-25,0,65715,CSV
105,2019-02-26,0,65715,CSV
106,2019-03-02,0,65715,CSV
107,2019-03-04,0,65715,CSV
108,2019-03-06,0,65715,CSV
109,2019-03-10,0,65715,CSV
110,2019-03-12,0,65715,CSV
111,2019-03-15,0,65715,CSV
112,2019-03-16,0,65715,CSV
113,2019-03-18,0,65715,CSV
114,2019-03-20,0,65715,CSV
115,2019-03-22,0,65715,CSV
116,2019-03-23,0,65715,CSV
117,2019-03-27,0,65715,CSV
118,2019-03-31,0,65715,CSV
119,2019-04-03,0,65715,CSV
120,2019-04-04,0,65715,CSV
121,2019-04-05,0,65715,CSV
122,2019-04-06,0,65715,CSV
123,2019-04-09,0,65715,CSV
124,2019-04-10,0,65715,CSV
125,2019-04-11,0,65715,CSV
126,2019-04-15,0,65715,CSV
127,2019-04-18,0,65715,CSV
128,2019-04-19,0,65715,CSV
129,2019-04-20,0,65715,CSV
130,2019-04-21,0,65715,CSV
131,2019-04-22,0,65715,CSV
132,2019-04-23,0,65715,CSV
133,2019-04-24,0,65715,CSV
134,2019-04-26,0,65715,CSV
135,2019-04-28,0,65715,CSV
136,2019-05-01,0,65715,CSV
137,2019-05-02,0,65715,CSV
138,2019-05-03,0,65715,CSV
139,2019-05-07,0,65715,CSV
140,2019-05-08,0,65715,CSV
141,2019-05-10,0,65715,CSV
142,2019-05-11,0,65715,CSV
143,2019-05-13,0,65715,CSV
144,2019-05-16,0,65715,CSV
145,2019-05-18,0,65715,CSV
146,2019-05-21,0,65715,CSV
147,2019-05-24,0,65715,CSV
148,2019-05-26,0,65715,CSV
149,2019-05-29,0,65715,CSV
150,2019-06-01,0,65715,CSV
151,2019-06-02,0,65715,CSV
152,2019-06-03,0,65715,CSV
153,2019-06-05,0,65715,CSV
154,2019-06-07,0,65715,CSV
155,2019-06-08,0,65715,CSV
156,2019-06-09,0,65715,CSV
157,2019-06-12,0,65715,CSV
158,2019-06-14,0,65715,CSV
159,2019-06-15,0,65715,CSV
160,2019-06-19,0,65715,CSV
161,2019-06-20,0,65715,CSV
162,2019-06-21,0,65715,CSV
163,2019-06-22,0,65715,CSV
164,2019-06-26,0,65715,CSV
165,2019-06-27,0,65715,CSV
166,2019-06-29,0,65715,CSV
167,2019-07-03,0,65715,CSV
168,2019-07-06,0,65715,CSV
169,2019-07-10,0,65715,CSV
170,2019-07-14,0,65715,CSV
171,2019-07-17,0,65715,CSV
172,2019-07-21,0,65715,CSV
173,2019-07-22,0,65715,CSV
174,2019-07-23,0,65715,CSV
175,2019-07-24,0,65715,CSV
176,2019-07-27,0,65715,CSV
177,2019-07-30,0,65715,CSV
178,2019-07-31,0,65715,CSV
179,2019-08-01,0,65715,CSV
180,2019-08-03,0,65715,CSV
181,2019-08-07,0,65715,CSV
182,2019-08-11,0,65715,CSV
183,2019-08-12,0,65715,CSV
184,2019-08-13,0,65715,CSV
185,2019-08-16,0,65715,CSV
186,2019-08-19,0,65715,CSV
187,2019-08-21,0,65715,CSV
188,2019-08-25,0,65715,CSV
189,2019-08-26,0,65715,CSV
190,2019-08-30,0,65715,CSV
191,2019-08-31,0,65715,CSV
192,2019-09-04,0,65715,CSV
193,2019-09-07,0,65715,CSV
194,2019-09-08,0,65715,CSV
195,2019-09-09,0,65715,CSV
196,2019-09-10,0,65715,CSV
197,2019-09-13,0,65715,CSV
198,2019-09-14,0,65715,CSV
199,2019-09-15,0,65715,CSV
200,2019-09-18,0,65715,CSV
201,2019-09-20,0,65715,CSV
202,2019-09-22,0,65715,CSV
203,2019-09-26,0,65715,CSV
204,2019-09-27,0,65715,CSV
205,2019-09-28,0,65715,CSV
206,2019-09-30,0,65715,CSV
207,2019-10-02,0,65715,CSV
208,2019-10-04,0,65715,CSV
209,2019-10-05,0,65715,CSV
210,2019-10-06,0,65715,CSV
211,2019-10-10,0,65715,CSV
212,2019-10-12,0,65715,CSV
213,2019-10-13,0,65715,CSV
214,2019-10-14,0,65715,CSV
215,2019-10-16,0,65715,CSV
216,2019-10-17,0,65715,CSV
217,2019-10-20,0,65715,CSV
218,2019-10-22,0,65715,CSV
219,2019-10-23,0,65715,CSV
220,2019-10-27,0,65715,CSV
221,2019-10-31,0,65715,CSV
222,2019-11-01,0,65715,CSV
223,2019-11-03,0,65715,CSV
224,2019-11-04,0,65715,CSV
225,2019-11-05,0,65715,CSV
226,2019-11-06,0,65715,CSV
227,2019-11-07,0,65715,CSV
228,2019-11-08,0,65715,CSV
229,2019-11-09,0,65715,CSV
230,2019-11-12,0,65715,CSV
231,2019-11-14,0,65715,CSV
232,2019-11-16,0,65715,CSV
233,2019-11-18,0,65715,CSV
234,2019-11-22,0,65715,CSV
235,2019-11-26,0,65715,CSV
236,2019-11-27,0,65715,CSV
237,2019-11-28,0,65715,CSV
238,2019-11-29,0,65715,CSV
239,2019-12-03,0,65715,CSV
240,2019-12-06,0,65715,CSV
241,2019-12-09,0,65715,CSV
242,2019-12-12,0,65715,CSV
243,2019-12-15,0,65715,CSV
244,2019-12-17,0,65715,CSV
245,2019-12-20,0,65715,CSV
246,2019-12-21,0,65715,CSV
247,2019-12-22,0,65715,CSV
248,2019-12-23,0,65715,CSV
249,2019-12-24,0,65715,CSV
250,2019-12-25,0,65715,CSV
251,2019-12-27,0,65715,CSV
252,2019-12-29,0,65715,CSV
253,2020-01-02,0,65715,CSV
254,2020-01-05,0,65715,CSV
255,2020-01-06,0,65715,CSV
256,2020-01-08,0,65715,CSV
257,2020-01-09,0,65715,CSV
258,2020-01-12,0,65715,CSV
259,2020-01-15,0,65715,CSV
260,2020-01-16,0,65715,CSV
261,2020-01-17,0,65715,CSV
262,2020-01-18,0,65715,CSV
263,2020-01-22,0,65715,CSV
264,2020-01-24,0,65715,CSV
265,2020-01-27,0,65715,CSV
266,2020-01-28,0,65715,CSV
267,2020-01-30,0,65715,CSV
268,2020-01-31,0,65715,CSV
269,2020-02-04,0,65715,CSV
270,2020-02-08,0,65715,CSV
271,2020-02-12,0,65715,CSV
272,2020-02-13,0,65715,CSV
273,2020-02-14,0,65715,CSV
274,2020-02-15,0,65715,CSV
275,2020-02-18,0,65715,CSV
276,2020-02-20,0,65715,CSV
277,2020-02-23,0,65715,CSV
278,2020-02-24,0,65715,CSV
279,2020-02-27,0,65715,CSV
280,2020-02-29,0,65715,CSV
281,2020-03-02,0,65715,CSV
282,2020-03-05,0,65715,CSV
283,2020-03-08,0,65715,CSV
284,2020-03-10,0,65715,CSV
285,2020-03-12,0,65715,CSV
286,2020-03-13,0,65715,CSV
287,2020-03-14,0,65715,CSV
288,2020-03-17,0,65715,CSV
289,2020-03-19,0,65715,CSV
290,2020-03-20,0,65715,CSV
291,2020-03-21,0,65715,CSV
292,2020-03-25,0,65715,CSV
293,2020-03-28,0,65715,CSV
294,2020-03-30,0,65715,CSV
295,2020-03-31,0,65715,CSV
296,2020-04-03,0,65715,CSV
297,2020-04-06,0,65715,CSV
298,2020-04-07,0,65715,CSV
299,2020-04-11,0,65715,CSV
300,2020-04-12,0,65715,CSV
301,2020-04-14,0,65715,CSV
302,2020-04-15,0,65715,CSV
303,2020-04-18,0,65715,CSV
304,2020-04-21,0,65715,CSV
305,2020-04-22,0,65715,CSV
306,2020-04-24,0,65715,CSV
307,2020-04-27,0,65715,CSV
308,2020-04-28,0,65715,CSV
309,2020-05-01,0,65715,CSV
310,2020-05-02,0,65715,CSV
311,2020-05-05,0,65715,CSV
312,2020-05-07,0,65715,CSV
313,2020-05-08,0,65715,CSV
314,2020-05-09,0,65715,CSV
315,2020-05-11,0,65715,CSV
316,2020-05-12,0,65715,CSV
317,2020-05-13,0,65715,CSV
318,2020-05-15,0,65715,CSV
319,2020-05-19,0,65715,CSV
320,2020-05-20,0,65715,CSV
321,2020-05-21,0,65715,CSV
322,2020-05-22,0,65715,CSV
323,2020-05-25,0,65715,CSV
324,2020-05-29,0,65715,CSV
325,2020-05-31,0,65715,CSV
326,2020-06-01,0,65715,CSV
327,2020-06-05,0,65715,CSV
328,2020-06-06,0,65715,CSV
329,2020-06-10,0,65715,CSV
330,2020-06-14,0,65715,CSV
331,2020-06-16,0,65715,CSV
332,2020-06-17,0,65715,CSV
333,2020-06-20,0,65715,CSV
334,2020-06-21,0,65715,CSV
335,2020-06-25,0,65715,CSV
336,2020-06-26,0,65715,CSV
337,2020-06-27,0,65715,CSV
338,2020-06-29,0,65715,CSV
339,2020-06-30,0,65715,CSV
340,2020-07-02,0,65715,CSV
341,2020-07-03,0,65715,CSV
342,2020-07-07,0,65715,CSV
343,2020-07-09,0,65715,CSV
344,2020-07-12,0,65715,CSV
345,2020-07-13,0,65715,CSV
346,2020-07-15,0,65715,CSV
347,2020-07-17,0,65715,CSV
348,2020-07-19,0,65715,CSV
349,2020-07-21,0,65715,CSV
350,2020-07-22,0,65715,CSV
351,2020-07-26,0,65715,CSV
352,2020-07-28,0,65715,CSV
353,2020-08-01,0,65715,CSV
354,2020-08-04,0,65715,CSV
355,2020-08-07,0,65715,CSV
356,2020-08-10,0,65715,CSV
357,2020-08-12,0,65715,CSV
358,2020-08-14,0,65715,CSV
359,2020-08-16,0,65715,CSV
360,2020-08-20,0,65715,CSV
361,2020-08-24,0,65715,CSV
362,2020-08-25,0,65715,CSV
363,2020-08-26,0,65715,CSV
364,2020-08-27,0,65715,CSV
365,2020-08-31,0,65715,CSV
366,2020-09-03,0,65715,CSV
367,2020-09-04,0,65715,CSV
368,2020-09-06,0,65715,CSV
369,2020-09-08,0,65715,CSV
370,2020-09-09,0,65715,CSV
371,2020-09-13,0,65715,CSV
372,2020-09-14,0,65715,CSV
373,2020-09-17,0,65715,CSV
374,2020-09-19,0,65715,CSV
375,2020-09-20,0,65715,CSV
376,2020-09-22,0,65715,CSV
377,2020-09-24,0,65715,CSV
378,2020-09-28,0,65715,CSV
379,2020-09-29,0,65715,CSV
380,2020-10-02,0,65715,CSV
381,2020-10-03,0,65715,CSV
382,2020-10-04,0,65715,CSV
383,2020-10-05,0,65715,CSV
384,2020-10-09,0,65715,CSV
385,2020-10-13,0,65715,CSV
386,2020-10-14,0,65715,CSV
387,2020-10-15,0,65715,CSV
388,2020-10-16,0,65715,CSV
389,2020-10-17,0,65715,CSV
390,2020-10-18,0,65715,CSV
391,2020-10-19,0,65715,CSV
392,2020-10-20,0,65715,CSV
393,2020-10-24,0,65715,CSV
394,2020-10-28,0,65715,CSV
395,2020-10-30,0,65715,CSV
396,2020-10-31,0,65715,CSV
397,2020-11-01,0,65715,CSV
398,2020-11-03,0,65715,CSV
399,2020-11-04,0,65715,CSV
400,2019-11-29,1,30315,CSV
401,2019-12-04,1,30315,CSV
402,2019-12-12,1,30315,CSV
403,2019-12-18,1,30315,CSV
404,2019-12-26,1,30315,CSV
405,2020-01-01,1,30315,CSV
406,2020-01-05,1,30315,CSV
407,2020-01-10,1,30315,CSV
408,2020-01-16,1,30315,CSV
409,2020-01-23,1,30315,CSV
410,2020-01-27,1,30315,CSV
411,2020-02-03,1,30315,CSV
412,2020-02-10,1,30315,CSV
413,2020-02-18,1,30315,CSV
414,2020-02-23,1,30315,CSV
415,2020-02-27,1,30315,CSV
416,2020-03-02,1,30315,CSV
417,2020-03-08,1,30315,CSV
418,2020-03-12,1,30315,CSV
419,2020-03-19,1,30315,CSV
420,2020-03-26,1,30315,CSV
421,2020-04-01,1,30315,CSV
422,2020-04-08,1,30315,CSV
423,2020-04-16,1,30315,CSV
424,2020-04-24,1,30315,CSV
425,2020-05-02,1,30315,CSV
426,2020-05-08,1,30315,CSV
427,2020-05-13,1,30315,CSV
428,2020-05-20,1,30315,CSV
429,2020-05-27,1,30315,CSV
430,2020-06-01,1,30315,CSV
431,2020-06-09,1,30315,CSV
432,2020-06-14,1,30315,CSV
433,2020-06-22,1,30315,CSV
434,2020-06-30,1,30315,CSV
435,2020-07-06,1,30315,CSV
436,2020-07-10,1,30315,CSV
437,2020-07-14,1,30315,CSV
438,2020-07-22,1,30315,CSV
439,2020-07-29,1,30315,CSV
440,2020-08-05,1,30315,CSV
441,2019-04-14,2,40410,CSV
442,2019-05-29,2,40410,CSV
443,2019-07-13,2,40410,CSV
444,2019-08-27,2,40410,CSV
445,2020-01-26,2,40410,CSV
446,2020-09-21,2,40410,CSV
447,2019-10-14,3,35433,CSV
448,2019-10-17,3,35433,CSV
449,2019-10-20,3,35433,CSV
450,2019-10-23,3,35433,CSV
451,2019-10-26,3,35433,CSV
452,2019-10-29,3,35433,CSV
453,2019-11-01,3,35433,CSV
454,2019-11-04,3,35433,CSV
455,2019-11-07,3,35433,CSV
456,2019-11-10,3,35433,CSV
457,2019-11-13,3,35433,CSV
458,2019-11-16,3,35433,CSV
459,2019-11-19,3,35433,CSV
460,2019-11-22,3,35433,CSV
461,2019-11-25,3,35433,CSV
462,2019-11-28,3,35433,CSV
463,2019-12-01,3,35433,CSV
464,2019-12-04,3,35433,CSV
465,2019-12-07,3,35433,CSV
466,2019-12-10,3,35433,CSV
467,2019-12-13,3,35433,CSV
468,2019-12-16,3,35433,CSV
469,2019-12-19,3,35433,CSV
470,2019-12-22,3,35433,CSV
471,2019-12-25,3,35433,CSV
472,2019-12-28,3,35433,CSV
473,2019-12-31,3,35433,CSV
474,2020-01-03,3,35433,CSV
475,2020-01-06,3,35433,CSV
476,2020-01-09,3,35433,CSV
477,2020-01-12,3,35433,CSV
478,2020-01-15,3,35433,CSV
479,2020-01-18,3,35433,CSV
480,2020-01-21,3,35433,CSV
481,2020-01-24,3,35433,CSV
482,2020-01-27,3,35433,CSV
483,2020-01-30,3,35433,CSV
484,2020-02-02,3,35433,CSV
485,2020-02-05,3,35433,CSV
486,2020-02-08,3,35433,CSV
487,2020-02-11,3,35433,CSV
488,2020-02-14,3,35433,CSV
489,2020-02-17,3,35433,CSV
490,2020-02-20,3,35433,CSV
491,2020-02-23,3,35433,CSV
492,2020-02-26,3,35433,CSV
493,2020-02-29,3,35433,CSV
494,2020-03-03,3,35433,CSV
495,2020-03-06,3,35433,CSV
496,2020-03-09,3,35433,CSV
497,2020-03-12,3,35433,CSV
498,2020-03-15,3,35433,CSV
499,2020-03-18,3,35433,CSV
500,2020-03-21,3,35433,CSV
501,2020-03-24,3,35433,CSV
502,2020-03-27,3,35433,CSV
503,2020-03-30,3,35433,CSV
504,2020-04-02,3,35433,CSV
505,2020-04-05,3,35433,CSV
506,2020-04-08,3,35433,CSV
507,2020-04-11,3,35433,CSV
508,2020-04-14,3,35433,CSV
509,2020-04-17,3,35433,CSV
510,2020-04-20,3,35433,CSV
511,2020-04-23,3,35433,CSV
512,2020-04-26,3,35433,CSV
513,2020-04-29,3,35433,CSV
514,2020-05-02,3,35433,CSV
515,2020-05-05,3,35433,CSV
516,2020-05-08,3,35433,CSV
517,2020-05-11,3,35433,CSV
518,2020-05-14,3,35433,CSV
519,2020-05-17,3,35433,CSV
520,2020-05-20,3,35433,CSV
521,2020-05-23,3,35433,CSV
522,2020-05-26,3,35433,CSV
523,2020-05-29,3,35433,CSV
524,2020-06-01,3,35433,CSV
525,2020-06-04,3,35433,CSV
526,2020-06-07,3,35433,CSV
527,2020-06-10,3,35433,CSV
528,2019-11-14,4,23751,CSV
529,2020-01-13,4,23751,CSV
530,2020-03-13,4,23751,CSV
531,2019-08-18,5,52923,CSV
532,2019-08-24,5,52923,CSV
533,2019-08-30,5,52923,CSV
534,2019-09-05,5,52923,CSV
535,2019-09-11,5,52923,CSV
536,2019-09-17,5,52923,CSV
537,2019-09-23,5,52923,CSV
538,2019-09-29,5,52923,CSV
539,2019-10-05,5,52923,CSV
540,2019-10-11,5,52923,CSV
541,2019-10-17,5,52923,CSV
542,2019-10-23,5,52923,CSV
543,2019-10-29,5,52923,CSV
544,2019-11-04,5,52923,CSV
545,2019-11-10,5,52923,CSV
546,2019-11-16,5,52923,CSV
547,2019-11-22,5,52923,CSV
548,2019-11-28,5,52923,CSV
549,2019-12-04,5,52923,CSV
550,2019-12-10,5,52923,CSV
551,2019-12-16,5,52923,CSV
552,2019-12-22,5,52923,CSV
553,2019-12-28,5,52923,CSV
554,2020-01-03,5,52923,CSV
555,2020-01-09,5,52923,CSV
556,2020-01-15,5,52923,CSV
557,2020-01-21,5,52923,CSV
558,2020-01-27,5,52923,CSV
559,2020-02-02,5,52923,CSV
560,2020-02-08,5,52923,CSV
561,2020-02-14,5,52923,CSV
562,2020-02-20,5,52923,CSV
563,2020-02-26,5,52923,CSV
564,2020-03-03,5,52923,CSV
565,2020-03-09,5,52923,CSV
566,2020-03-15,5,52923,CSV
567,2020-03-26,5,52923,CSV
568,2020-03-27,5,52923,CSV
569,2020-04-01,5,52923,CSV
570,2020-04-02,5,52923,CSV
571,2020-04-18,5,52923,CSV
572,2020-04-26,5,52923,CSV
573,2020-04-27,5,52923,CSV
574,2020-04-30,5,52923,CSV
575,2020-05-02,5,52923,CSV
576,2020-05-12,5,52923,CSV
577,2020-05-15,5,52923,CSV
578,2020-05-26,5,52923,CSV
579,2020-07-10,5,52923,CSV
580,2020-07-16,5,52923,CSV
581,2020-07-21,5,52923,CSV
582,2020-08-10,5,52923,CSV
583,2018-03-21,6,47473,CSV
584,2018-03-26,6,47473,CSV
585,2018-03-31,6,47473,CSV
586,2018-04-05,6,47473,CSV
587,2018-04-10,6,47473,CSV
588,2018-04-15,6,47473,CSV
589,2018-04-20,6,47473,CSV
590,2018-04-25,6,47473,CSV
591,2018-04-30,6,47473,CSV
592,2018-05-05,6,47473,CSV
593,2018-05-10,6,47473,CSV
594,2018-05-15,6,47473,CSV
595,2018-05-20,6,47473,CSV
596,2018-05-25,6,47473,CSV
597,2018-05-30,6,47473,CSV
598,2018-06-04,6,47473,CSV
599,2018-06-09,6,47473,CSV
600,2018-06-14,6,47473,CSV
601,2018-06-19,6,47473,CSV
602,2018-06-24,6,47473,CSV
603,2018-06-29,6,47473,CSV
604,2018-07-04,6,47473,CSV
605,2018-07-09,6,47473,CSV
606,2018-07-14,6,47473,CSV
607,2018-07-19,6,47473,CSV
608,2018-07-24,6,47473,CSV
609,2018-07-29,6,47473,CSV
610,2018-08-03,6,47473,CSV
611,2018-08-08,6,47473,CSV
612,2018-08-13,6,47473,CSV
613,2018-08-18,6,47473,CSV
614,2018-08-23,6,47473,CSV
615,2018-08-28,6,47473,CSV
616,2018-09-02,6,47473,CSV
617,2018-09-07,6,47473,CSV
618,2018-09-12,6,47473,CSV
619,2018-09-17,6,47473,CSV
620,2018-09-22,6,47473,CSV
621,2018-09-27,6,47473,CSV
622,2018-10-02,6,47473,CSV
623,2018-10-07,6,47473,CSV
624,2018-10-12,6,47473,CSV
625,2018-10-17,6,47473,CSV
626,2018-10-22,6,47473,CSV
627,2018-10-27,6,47473,CSV
628,2018-11-01,6,47473,CSV
629,2018-11-06,6,47473,CSV
630,2018-11-11,6,47473,CSV
631,2018-11-16,6,47473,CSV
632,2018-11-21,6,47473,CSV
633,2018-11-26,6,47473,CSV
634,2018-12-01,6,47473,CSV
635,2018-12-06,6,47473,CSV
636,2018-12-11,6,47473,CSV
637,2018-12-16,6,47473,CSV
638,2018-12-21,6,47473,CSV
639,2018-12-26,6,47473,CSV
640,2018-12-31,6,47473,CSV
641,2019-01-05,6,47473,CSV
642,2019-01-10,6,47473,CSV
643,2019-01-15,6,47473,CSV
644,2019-01-20,6,47473,CSV
645,2019-01-25,6,47473,CSV
646,2019-01-30,6,47473,CSV
647,2019-02-04,6,47473,CSV
648,2019-02-09,6,47473,CSV
649,2019-02-14,6,47473,CSV
650,2019-02-19,6,47473,CSV
651,2019-02-24,6,47473,CSV
652,2019-03-01,6,47473,CSV
653,2019-03-06,6,47473,CSV
654,2019-03-11,6,47473,CSV
655,2019-03-16,6,47473,CSV
656,2019-03-21,6,47473,CSV
657,2019-03-26,6,47473,CSV
658,2019-03-31,6,47473,CSV
659,2019-04-05,6,47473,CSV
660,2019-04-10,6,47473,CSV
661,2019-04-15,6,47473,CSV
662,2019-04-20,6,47473,CSV
663,2019-04-25,6,47473,CSV
664,2019-04-30,6,47473,CSV
665,2019-05-05,6,47473,CSV
666,2019-05-10,6,47473,CSV
667,2019-05-15,6,47473,CSV
668,2019-05-20,6,47473,CSV
669,2019-05-25,6,47473,CSV
670,2019-05-30,6,47473,CSV
671,2019-06-04,6,47473,CSV
672,2019-06-09,6,47473,CSV
673,2019-06-14,6,47473,CSV
674,2019-06-19,6,47473,CSV
675,2019-06-24,6,47473,CSV
676,2019-06-29,6,47473,CSV
677,2019-07-04,6,47473,CSV
678,2019-07-09,6,47473,CSV
679,2019-07-14,6,47473,CSV
680,2019-07-19,6,47473,CSV
681,2019-07-24,6,47473,CSV
682,2019-07-29,6,47473,CSV
683,2019-08-03,6,47473,CSV
684,2019-08-08,6,47473,CSV
685,2019-08-13,6,47473,CSV
686,2019-08-18,6,47473,CSV
687,2019-08-23,6,47473,CSV
688,2019-08-28,6,47473,CSV
689,2019-09-02,6,47473,CSV
690,2019-09-07,6,47473,CSV
691,2019-09-12,6,47473,CSV
692,2019-09-17,6,47473,CSV
693,2019-09-22,6,47473,CSV
694,2019-09-27,6,47473,CSV
695,2019-10-02,6,47473,CSV
696,2019-10-07,6,47473,CSV
697,2019-10-12,6,47473,CSV
698,2019-10-17,6,47473,CSV
699,2019-10-22,6,47473,CSV
700,2019-10-27,6,47473,CSV
701,2019-11-01,6,47473,CSV
702,2019-11-06,6,47473,CSV
703,2019-11-11,6,47473,CSV
704,2019-11-16,6,47473,CSV
705,2019-11-21,6,47473,CSV
706,2019-11-26,6,47473,CSV
707,2019-12-01,6,47473,CSV
708,2019-12-06,6,47473,CSV
709,2019-12-11,6,47473,CSV
710,2019-12-16,6,47473,CSV
711,2019-12-21,6,47473,CSV
712,2019-12-26,6,47473,CSV
713,2019-12-31,6,47473,CSV
714,2020-01-05,6,47473,CSV
715,2020-01-10,6,47473,CSV
716,2020-01-15,6,47473,CSV
717,2020-01-20,6,47473,CSV
718,2020-01-25,6,47473,CSV
719,2020-01-30,6,47473,CSV
720,2020-02-04,6,47473,CSV
721,2020-02-09,6,47473,CSV
722,2020-02-14,6,47473,CSV
723,2020-02-19,6,47473,CSV
724,2020-02-24,6,47473,CSV
725,2020-02-29,6,47473,CSV
726,2020-03-05,6,47473,CSV
727,2020-03-10,6,47473,CSV
728,2020-03-15,6,47473,CSV
729,2020-03-20,6,47473,CSV
730,2020-03-25,6,47473,CSV
731,2020-03-30,6,47473,CSV
732,2020-04-04,6,47473,CSV
733,2020-04-09,6,47473,CSV
734,2020-04-14,6,47473,CSV
735,2020-04-19,6,47473,CSV
736,2020-04-24,6,47473,CSV
737,2020-04-29,6,47473,CSV
738,2020-05-04,6,47473,CSV
739,2018-07-06,7,97047,CSV
740,2018-09-04,7,97047,CSV
741,2018-11-04,7,97047,CSV
742,2019-01-03,7,97047,CSV
743,2019-07-10,8,94874,CSV
744,2018-01-20,9,75191,CSV
745,2018-03-21,9,75191,CSV
746,2018-05-20,9,75191,CSV
747,2018-07-19,9,75191,CSV
748,2018-09-17,9,75191,CSV
749,2018-11-16,9,75191,CSV
750,2019-01-15,9,75191,CSV
